Q23	P19	Q494413
Q42	P19	Q350
Q207	P19	Q49145
Q255	P19	Q586
Q297	P19	Q8717
Q346	P19	Q457
Q353	P19	Q8378
Q360	P19	Q190021
Q368	P19	Q33986
Q464	P19	Q16017
Q501	P19	Q90
Q530	P19	Q2322379
Q535	P19	Q37776
Q558	P19	Q90
Q559	P19	Q456
Q579	P19	Q14494
Q720	P19	Q2068087
Q859	P19	Q844930
Q905	P19	Q1085
Q1001	P19	Q14552167
Q1051	P19	Q2805176
Q1058	P19	Q2570726
Q1151	P19	Q864123
Q1225	P19	Q995231
Q1228	P19	Q6046
Q1240	P19	Q13629
Q1254	P19	Q182059
Q1257	P19	Q85
Q1260	P19	Q672587
Q1267	P19	Q10542102
Q1276	P19	Q139497
Q1319	P19	Q2887
Q1325	P19	Q1741
Q1339	P19	Q7070
Q1394	P19	Q5627
Q1399	P19	Q2044
Q1402	P19	Q82646
Q1413	P19	Q16010710
Q1425	P19	Q658893
Q1427	P19	Q658893
Q1463	P19	Q39673
Q1464	P19	Q1461
Q1503	P19	Q53081
Q1512	P19	Q23436
Q1541	P19	Q116440
Q1628	P19	Q1000662
Q1631	P19	Q90
Q1646	P19	Q660042
Q1651	P19	Q1421939
Q1652	P19	Q18419
Q1660	P19	Q170777
Q1683	P19	Q1297
Q1789	P19	Q6106
Q1804	P19	Q90
Q1812	P19	Q220
Q1878	P19	Q3138
Q1883	P19	Q456
Q1885	P19	Q14641
Q1912	P19	Q456
Q1917	P19	Q7880
Q1919	P19	Q327025
Q1927	P19	Q90
Q1928	P19	Q194160
Q1933	P19	Q25579
Q1939	P19	Q237281
Q1940	P19	Q237516
Q1956	P19	Q255811
Q1962	P19	Q64351
Q2010	P19	Q199889
Q2038	P19	Q217173
Q2086	P19	Q490
Q2105	P19	Q90
Q2142	P19	Q19833266
Q2185	P19	Q270347
Q2190	P19	Q90
Q2252	P19	Q678437
Q2327	P19	Q193443
Q2330	P19	Q25331
Q2516	P19	Q1055
Q2573	P19	Q11293
Q2610	P19	Q313189
Q2680	P19	Q16119
Q2866	P19	Q981755
Q3101	P19	Q23482
Q3271	P19	Q821105
Q3319	P19	Q1189121
Q3374	P19	Q16077
Q3990	P19	Q475724
Q4025	P19	Q491128
Q4038	P19	Q988568
Q4128	P19	Q90
Q4137	P19	Q649
Q4281	P19	Q205592
Q4288	P19	Q3053462
Q4289	P19	Q462534
Q4302	P19	Q5489
Q4313	P19	Q648
Q4318	P19	Q160483
Q4473	P19	Q16739
Q4498	P19	Q234270
Q4586	P19	Q3890
Q4599	P19	Q987433
Q4617	P19	Q60
Q4636	P19	Q18419
Q4673	P19	Q64
Q4738	P19	Q5083
Q4752	P19	Q210205
Q4768	P19	Q656
Q4770	P19	Q36600
Q4833	P19	Q200126
Q4836	P19	Q268
Q4876	P19	Q10001
Q4883	P19	Q1297
Q4899	P19	Q41183
Q4960	P19	Q5925
Q5197	P19	Q273827
Q5258	P19	Q193826
Q5349	P19	Q15922
Q5350	P19	Q1021
Q5361	P19	Q3194
Q5362	P19	Q4165497
Q5368	P19	Q12793388
Q5383	P19	Q146690
Q5396	P19	Q181285
Q5454	P19	Q121378
Q5571	P19	Q2044
Q5577	P19	Q6839
Q5580	P19	Q2090
Q5582	P19	Q9883
Q5586	P19	Q3140127
Q5598	P19	Q43631
Q5599	P19	Q3167
Q5652	P19	Q667699
Q5659	P19	Q159987
Q5795	P19	Q65
Q5816	P19	Q838542
Q5820	P19	Q906
Q5829	P19	Q126148
Q5921	P19	Q38022
Q6240	P19	Q6397066
Q6332	P19	Q852591
Q6348	P19	Q1093516
Q6363	P19	Q172470
Q6370	P19	Q1005074
Q6386	P19	Q3927
Q6427	P19	Q7039
Q6722	P19	Q2773
Q6733	P19	Q1781
Q7031	P19	Q52080
Q7122	P19	Q90
Q7186	P19	Q270
Q7197	P19	Q90
Q7197	P19	Q245546
Q7207	P19	Q1424839
Q7220	P19	Q29520
Q7221	P19	Q6501000
Q7290	P19	Q485172
Q7302	P19	Q2814
Q7322	P19	Q1449
Q7322	P19	Q13320
Q7324	P19	Q441541
Q7361	P19	Q187136
Q7421	P19	Q236713
Q7450	P19	Q1348
Q7470	P19	Q753949
Q7475	P19	Q208471
Q7476	P19	Q1342
Q7483	P19	Q208471
Q7504	P19	Q90
Q7508	P19	Q1152219
Q7513	P19	Q958397
Q7534	P19	Q838112
Q7536	P19	Q30
Q7539	P19	Q34404
Q7758	P19	Q621
Q7771	P19	Q90
Q7814	P19	Q82880
Q7824	P19	Q1891
Q7934	P19	Q199797
Q7990	P19	Q46
Q8027	P19	Q23556
Q8056	P19	Q90
Q8286	P19	Q18094
Q8354	P19	Q495377
Q8413	P19	Q129259
Q8462	P19	Q569766
Q8479	P19	Q649
Q8512	P19	Q145
Q8581	P19	Q165444
Q8612	P19	Q41087
Q8655	P19	Q1028086
Q8743	P19	Q1645063
Q8753	P19	Q220
Q8814	P19	Q90
Q9099	P19	Q1335
Q9100	P19	Q1963
Q9112	P19	Q1015681
Q9132	P19	Q202107
Q9146	P19	Q998813
Q9204	P19	Q10686
Q9215	P19	Q654019
Q9235	P19	Q1022
Q9294	P19	Q3572
Q9295	P19	Q711
Q9304	P19	Q711
Q9333	P19	Q29520
Q9353	P19	Q1825419
Q9434	P19	Q969307
Q9440	P19	Q2028
Q9455	P19	Q1061
Q9458	P19	Q5806
Q9486	P19	Q2281091
Q9513	P19	Q12974700
Q9535	P19	Q2545550
Q9535	P19	Q6749069
Q9577	P19	Q14940
Q9588	P19	Q493518
Q9602	P19	Q170254
Q9675	P19	Q2598
Q9696	P19	Q49142
Q9703	P19	Q5826
Q9722	P19	Q5826
Q9753	P19	Q187136
Q9760	P19	Q6501000
Q9886	P19	Q5826
Q9958	P19	Q489255
Q9977	P19	Q956
Q9983	P19	Q956
Q9994	P19	Q956
Q10007	P19	Q956
Q10065	P19	Q956
Q10085	P19	Q15918
Q10093	P19	Q260130
Q10106	P19	Q3167
Q10117	P19	Q916922
Q10120	P19	Q3141
Q10131	P19	Q44059
Q10261	P19	Q156882
Q10270	P19	Q1017127
Q10479	P19	Q7373809
Q10514	P19	Q14317
Q10602	P19	Q19795
Q10603	P19	Q2453742
Q10611	P19	Q2575062
Q10628	P19	Q2790
Q10681	P19	Q207575
Q10685	P19	Q751380
Q10718	P19	Q397343
Q10732	P19	Q1085
Q10792	P19	Q2167
Q10845	P19	Q4093
Q10914	P19	Q83065
Q11065	P19	Q840597
Q11100	P19	Q1297
Q11156	P19	Q25330
Q11171	P19	Q18013
Q11172	P19	Q168965
Q11319	P19	Q6106
Q11373	P19	Q182159
Q11433	P19	Q485716
Q11470	P19	Q145
Q11584	P19	Q187826
Q11586	P19	Q79867
Q11607	P19	Q47265
Q11608	P19	Q1876378
Q11612	P19	Q37320
Q11625	P19	Q49273
Q11672	P19	Q574192
Q11676	P19	Q876191
Q11702	P19	Q43196
Q11735	P19	Q277965
Q11754	P19	Q172
Q11812	P19	Q4179352
Q11835	P19	Q373720
Q11869	P19	Q337348
Q11877	P19	Q1439
Q11881	P19	Q337348
Q11907	P19	Q1370
Q11930	P19	Q849619
Q11937	P19	Q22
Q11948	P19	Q4077
Q11987	P19	Q1815057
Q11998	P19	Q3141
Q12070	P19	Q585
Q12089	P19	Q2887
Q12091	P19	Q71
Q12325	P19	Q4982542
Q12608	P19	Q71
Q12614	P19	Q1663
Q12737	P19	Q1489
Q12756	P19	Q11492
Q12763	P19	Q656
Q12773	P19	Q81581
Q12780	P19	Q79
Q12819	P19	Q106583
Q12823	P19	Q1781
Q12827	P19	Q79709
Q12830	P19	Q1799
Q12857	P19	Q84
Q12869	P19	Q3423037
Q12889	P19	Q3879
Q12904	P19	Q4267656
Q12907	P19	Q90
Q12908	P19	Q1781
Q12923	P19	Q456
Q12929	P19	Q162022
Q12931	P19	Q208770
Q12937	P19	Q180717
Q12943	P19	Q456
Q12945	P19	_:genid0-0-13
Q12949	P19	Q1056120
